0.372;3.76;-0.008;0.0376
0.374;3.6;-0.008;0.036
0.376;3.6;-0.008;0.036
0.378;3.52;-0.008;0.0352
0.38;3.52;-0.016;0.0352
0.382;3.44;-0.008;0.0344
0.384;3.36;-0.008;0.0336
0.386;3.36;-0.008;0.0336
0.388;3.28;-0.008;0.0328
0.39;3.28;-0.008;0.0328
0.392;3.12;-0.008;0.0312
0.394;3.12;-0.008;0.0312
0.396;3.12;-0.008;0.0312
0.398;3.04;-0.016;0.0304
0.4;3.04;-0.008;0.0304
0.402;2.96;-0.016;0.0296
0.404;2.96;-0.016;0.0296
0.406;2.88;-0.016;0.0288
0.408;2.88;-0.016;0.0288
0.41;2.8;-0.008;0.028
0.412;2.72;-0.016;0.0272
0.414;2.64;-0.016;0.0264
0.416;2.64;-0.016;0.0264
0.418;2.56;-0.016;0.0256
0.42;2.48;-0.008;0.0248
0.422;2.4;-0.008;0.024
0.424;2.4;-0.016;0.024
0.426;2.32;-0.016;0.0232
0.428;2.24;-0.016;0.0224
0.43;2.24;-0.008;0.0224
0.432;2.08;-0.016;0.0208
0.434;2.16;-0.016;0.0216
0.436;2;-0.016;0.02
0.438;1.92;-0.016;0.0192
0.44;2;-0.008;0.02
0.442;1.92;-0.016;0.0192
0.444;1.84;-0.016;0.0184
0.446;1.76;-0.016;0.0176
0.448;1.76;-0.016;0.0176
0.45;1.6;-0.016;0.016
0.452;1.6;-0.016;0.016
0.454;1.52;-0.016;0.0152
0.456;1.44;-0.016;0.0144
0.458;1.44;-0.008;0.0144
0.46;1.36;-0.016;0.0136
0.462;1.28;-0.016;0.0128
0.464;1.2;-0.016;0.012
0.466;1.2;-0.016;0.012
0.468;1.12;-0.016;0.0112
0.47;1.04;-0.016;0.0104
0.472;0.96;-0.024;0.0096
0.474;0.88;-0.016;0.0088
0.476;0.8;-0.016;0.008
0.478;0.8;-0.016;0.008
0.48;0.72;-0.024;0.0072
0.482;0.64;-0.024;0.0064
0.484;0.56;-0.024;0.0056
0.486;0.56;-0.024;0.0056
0.488;0.48;-0.024;0.0048
0.49;0.4;-0.032;0.004
0.492;0.32;-0.04;0.0032
0.494;0.32;-0.056;0.0032
0.496;0.24;-0.088;0.0024
0.498;0.16;-0.112;0.0016
0.5;0.16;-0.168;0.0016
0.502;0.08;-0.208;0.0008
0.504;0;-0.256;0
0.506;-0.08;-0.312;-0.0008
0.508;-0.16;-0.36;-0.0016
0.51;-0.24;-0.408;-0.0024
0.512;-0.24;-0.472;-0.0024
0.514;-0.32;-0.52;-0.0032
0.516;-0.32;-0.544;-0.0032
0.518;-0.48;-0.568;-0.0048
0.52;-0.56;-0.584;-0.0056
0.522;-0.56;-0.576;-0.0056
0.524;-0.64;-0.528;-0.0064
0.526;-0.64;-0.304;-0.0064
0.528;-0.72;-0.152;-0.0072
0.53;-0.8;-0.08;-0.008
0.532;-0.8;-0.04;-0.008
0.534;-0.96;-0.024;-0.0096
0.536;-1.04;-0.024;-0.0104
0.538;-1.04;-0.016;-0.0104
0.54;-1.12;-0.016;-0.0112
0.542;-1.2;-0.016;-0.012
0.544;-1.2;-0.016;-0.012
0.546;-1.2;-0.016;-0.012
0.548;-1.36;-0.008;-0.0136
0.55;-1.44;-0.016;-0.0144
0.552;-1.44;-0.008;-0.0144
0.554;-1.52;-0.016;-0.0152
0.556;-1.6;-0.016;-0.016
0.558;-1.6;-0.016;-0.016
0.56;-1.68;-0.008;-0.0168
0.562;-1.76;-0.016;-0.0176
0.564;-1.84;-0.016;-0.0184
0.566;-1.92;-0.016;-0.0192
0.568;-1.92;-0.016;-0.0192
0.57;-2;-0.016;-0.02
0.572;-2.08;-0.008;-0.0208
0.574;-2.08;-0.016;-0.0208
0.576;-2.24;-0.008;-0.0224
0.578;-2.24;-0.008;-0.0224
0.58;-2.32;-0.008;-0.0232
0.582;-2.32;-0.008;-0.0232
0.584;-2.32;-0.016;-0.0232
0.586;-2.48;-0.008;-0.0248
0.588;-2.48;-0.016;-0.0248
0.59;-2.56;-0.008;-0.0256
0.592;-2.56;-0.016;-0.0256
0.594;-2.72;-0.016;-0.0272
0.596;-2.72;-0.008;-0.0272
0.598;-2.72;-0.016;-0.0272
0.6;-2.8;-0.008;-0.028
0.602;-2.8;0;-0.028
0.604;-2.96;-0.008;-0.0296
0.606;-2.88;-0.008;-0.0288
0.608;-2.96;-0.008;-0.0296
0.61;-3.04;-0.008;-0.0304
0.612;-3.12;-0.008;-0.0312
0.614;-3.12;0;-0.0312
0.616;-3.12;-0.008;-0.0312
0.618;-3.2;-0.008;-0.032
0.62;-3.28;0;-0.0328
0.622;-3.28;-0.008;-0.0328
0.624;-3.36;0;-0.0336
0.626;-3.36;-0.008;-0.0336
0.628;-3.44;-0.008;-0.0344
0.63;-3.52;-0.008;-0.0352
0.632;-3.52;-0.008;-0.0352
0.634;-3.6;-0.008;-0.036
0.636;-3.6;-0.008;-0.036
0.638;-3.68;0;-0.0368
0.64;-3.68;0;-0.0368
0.642;-3.76;0;-0.0376
0.644;-3.76;0;-0.0376
0.646;-3.84;0;-0.0384
0.648;-3.84;0.008;-0.0384
0.65;-3.92;0;-0.0392
0.652;-3.92;-0.008;-0.0392
0.654;-3.92;-0.008;-0.0392
0.656;-4;0;-0.04
0.658;-4.08;-0.008;-0.0408
0.66;-4.08;0;-0.0408
0.662;-4.08;0;-0.0408
0.664;-4.16;0;-0.0416
0.666;-4.16;-0.008;-0.0416
0.668;-4.24;0;-0.0424
0.67;-4.24;0.008;-0.0424
0.672;-4.24;0;-0.0424
0.674;-4.24;0;-0.0424
0.676;-4.32;0.008;-0.0432
0.678;-4.32;0.008;-0.0432
0.68;-4.32;0.008;-0.0432
0.682;-4.4;0.008;-0.044
0.684;-4.32;0.008;-0.0432
0.686;-4.4;0;-0.044
0.688;-4.48;0.016;-0.0448
0.69;-4.4;0;-0.044
0.692;-4.48;0.008;-0.0448
0.694;-4.48;0.008;-0.0448
0.696;-4.48;0.008;-0.0448
0.698;-4.56;0.008;-0.0456
0.7;-4.56;0.016;-0.0456
0.702;-4.56;0.008;-0.0456
0.704;-4.64;0.008;-0.0464
0.706;-4.64;0;-0.0464
0.708;-4.64;0.008;-0.0464
0.71;-4.64;0.008;-0.0464
0.712;-4.72;0.008;-0.0472
0.714;-4.64;0.008;-0.0464
0.716;-4.64;0.008;-0.0464
0.718;-4.64;0.008;-0.0464
0.72;-4.72;0.008;-0.0472
0.722;-4.72;0.016;-0.0472
0.724;-4.8;0.016;-0.048
0.726;-4.64;0.016;-0.0464
0.728;-4.72;0.016;-0.0472
0.73;-4.72;0.008;-0.0472
0.732;-4.8;0.016;-0.048
0.734;-4.72;0.008;-0.0472
0.736;-4.72;0.016;-0.0472
0.738;-4.72;0.016;-0.0472
0.74;-4.8;0.016;-0.048
0.742;-4.8;0.016;-0.048
0.744;-4.8;0.016;-0.048
0.746;-4.8;0.016;-0.048
0.748;-4.8;0.016;-0.048
0.75;-4.8;0.016;-0.048
0.752;-4.8;0.016;-0.048
0.754;-4.8;0.024;-0.048
0.756;-4.8;0.024;-0.048
0.758;-4.8;0.016;-0.048
0.76;-4.8;0.016;-0.048
0.762;-4.8;0.024;-0.048
0.764;-4.72;0.016;-0.0472
0.766;-4.72;0.016;-0.0472
0.768;-4.72;0.016;-0.0472
0.77;-4.72;0.024;-0.0472
0.772;-4.72;0.024;-0.0472
0.774;-4.72;0.024;-0.0472
0.776;-4.72;0.024;-0.0472
0.778;-4.72;0.024;-0.0472
0.78;-4.64;0.024;-0.0464
0.782;-4.64;0.024;-0.0464
0.784;-4.64;0.032;-0.0464
0.786;-4.64;0.024;-0.0464
0.788;-4.56;0.024;-0.0456
0.79;-4.56;0.024;-0.0456
0.792;-4.56;0.024;-0.0456
0.794;-4.56;0.024;-0.0456
0.796;-4.56;0.024;-0.0456
0.798;-4.48;0.024;-0.0448
0.8;-4.48;0.032;-0.0448
0.802;-4.56;0.024;-0.0456
0.804;-4.48;0.032;-0.0448
0.806;-4.48;0.032;-0.0448
0.808;-4.48;0.024;-0.0448
0.81;-4.4;0.024;-0.044
0.812;-4.4;0.032;-0.044
0.814;-4.4;0.032;-0.044
0.816;-4.32;0.024;-0.0432
0.818;-4.32;0.032;-0.0432
0.82;-4.32;0.032;-0.0432
0.822;-4.24;0.032;-0.0424
0.824;-4.24;0.032;-0.0424
0.826;-4.16;0.04;-0.0416
0.828;-4.16;0.032;-0.0416
0.83;-4.16;0.032;-0.0416
0.832;-4.16;0.032;-0.0416
0.834;-4.08;0.032;-0.0408
0.836;-4.08;0.032;-0.0408
0.838;-4;0.032;-0.04
0.84;-4;0.032;-0.04
0.842;-3.92;0.032;-0.0392
0.844;-3.84;0.032;-0.0384
0.846;-3.84;0.032;-0.0384
0.848;-3.84;0.032;-0.0384
0.85;-3.76;0.032;-0.0376
0.852;-3.76;0.032;-0.0376
0.854;-3.68;0.04;-0.0368
0.856;-3.6;0.04;-0.036
0.858;-3.68;0.04;-0.0368
0.86;-3.52;0.04;-0.0352
0.862;-3.52;0.032;-0.0352
0.864;-3.52;0.04;-0.0352
0.866;-3.44;0.04;-0.0344
0.868;-3.44;0.04;-0.0344
0.87;-3.36;0.048;-0.0336
0.872;-3.36;0.032;-0.0336
0.874;-3.28;0.04;-0.0328
0.876;-3.2;0.04;-0.032
0.878;-3.2;0.04;-0.032
0.88;-3.12;0.04;-0.0312
0.882;-3.12;0.04;-0.0312
0.884;-3.04;0.04;-0.0304
0.886;-2.96;0.048;-0.0296
0.888;-2.96;0.048;-0.0296
0.89;-2.96;0.04;-0.0296
0.892;-2.8;0.04;-0.028
0.894;-2.88;0.04;-0.0288
0.896;-2.8;0.048;-0.028
0.898;-2.8;0.04;-0.028
0.9;-2.72;0.048;-0.0272
0.902;-2.56;0.048;-0.0256
0.904;-2.56;0.048;-0.0256
0.906;-2.56;0.048;-0.0256
0.908;-2.4;0.048;-0.024
0.91;-2.48;0.048;-0.0248
0.912;-2.4;0.04;-0.024
0.914;-2.32;0.048;-0.0232
0.916;-2.24;0.04;-0.0224
0.918;-2.16;0.04;-0.0216
0.92;-2.16;0.048;-0.0216
0.922;-2.08;0.048;-0.0208
0.924;-2;0.04;-0.02
0.926;-1.92;0.048;-0.0192
0.928;-1.84;0.048;-0.0184
0.93;-1.84;0.048;-0.0184
0.932;-1.76;0.048;-0.0176
0.934;-1.68;0.04;-0.0168
0.936;-1.68;0.056;-0.0168
0.938;-1.52;0.048;-0.0152
0.94;-1.6;0.048;-0.016
0.942;-1.44;0.048;-0.0144
0.944;-1.44;0.048;-0.0144
0.946;-1.28;0.056;-0.0128
0.948;-1.28;0.048;-0.0128
0.95;-1.28;0.048;-0.0128
0.952;-1.12;0.048;-0.0112
0.954;-1.12;0.048;-0.0112
0.956;-1.12;0.056;-0.0112
0.958;-1.04;0.056;-0.0104
0.96;-0.96;0.048;-0.0096
0.962;-0.88;0.048;-0.0088
0.964;-0.8;0.056;-0.008
0.966;-0.72;0.056;-0.0072
0.968;-0.64;0.056;-0.0064
0.97;-0.64;0.048;-0.0064
0.972;-0.56;0.048;-0.0056
0.974;-0.56;0.056;-0.0056
0.976;-0.48;0.048;-0.0048
0.978;-0.48;0.056;-0.0048
0.98;-0.4;0.064;-0.004
0.982;-0.24;0.064;-0.0024
0.984;-0.24;0.064;-0.0024
0.986;-0.24;0.072;-0.0024
0.988;-0.16;0.072;-0.0016
0.99;-0.08;0.08;-0.0008
0.992;0;0.104;0
0.994;0.08;0.136;0.0008
0.996;0.16;0.16;0.0016
0.998;0.24;0.2;0.0024
1;0.24;0.24;0.0024
1.002;0.4;0.28;0.004
1.004;0.48;0.328;0.0048
1.006;0.48;0.384;0.0048
1.008;0.56;0.44;0.0056
1.01;0.56;0.488;0.0056
1.012;0.56;0.536;0.0056
1.014;0.72;0.576;0.0072
1.016;0.72;0.608;0.0072
1.018;0.88;0.624;0.0088
1.02;0.88;0.616;0.0088
1.022;0.96;0.528;0.0096
1.024;0.96;0.336;0.0096
1.026;1.12;0.176;0.0112
1.028;1.2;0.096;0.012
1.03;1.2;0.072;0.012
1.032;1.28;0.056;0.0128
1.034;1.28;0.056;0.0128
1.036;1.36;0.048;0.0136
1.038;1.44;0.056;0.0144
1.04;1.52;0.048;0.0152
1.042;1.6;0.048;0.016
1.044;1.68;0.048;0.0168
1.046;1.68;0.048;0.0168
1.048;1.76;0.048;0.0176
1.05;1.84;0.048;0.0184
1.052;1.84;0.048;0.0184
1.054;1.92;0.048;0.0192
1.056;2;0.048;0.02
1.058;2;0.04;0.02
1.06;2.08;0.04;0.0208
1.062;2.16;0.048;0.0216
1.064;2.16;0.048;0.0216
1.066;2.32;0.048;0.0232
1.068;2.24;0.048;0.0224
1.07;2.32;0.04;0.0232
1.072;2.4;0.056;0.024
1.074;2.48;0.04;0.0248
1.076;2.56;0.048;0.0256
1.078;2.56;0.048;0.0256
1.08;2.64;0.048;0.0264
1.082;2.72;0.04;0.0272
1.084;2.72;0.048;0.0272
1.086;2.8;0.048;0.028
1.088;2.8;0.032;0.028
1.09;2.96;0.048;0.0296
1.092;2.88;0.048;0.0288
1.094;3.04;0.048;0.0304
1.096;3.04;0.04;0.0304
1.098;3.12;0.04;0.0312
1.1;3.12;0.04;0.0312
1.102;3.2;0.048;0.032
1.104;3.28;0.04;0.0328
1.106;3.36;0.04;0.0336
1.108;3.36;0.04;0.0336
1.11;3.36;0.04;0.0336
1.112;3.44;0.032;0.0344
1.114;3.44;0.04;0.0344
1.116;3.52;0.04;0.0352
1.118;3.6;0.04;0.036
1.12;3.68;0.04;0.0368
1.122;3.68;0.04;0.0368
1.124;3.68;0.04;0.0368
1.126;3.76;0.04;0.0376
1.128;3.76;0.04;0.0376
1.13;3.84;0.032;0.0384
1.132;3.84;0.032;0.0384
1.134;3.92;0.04;0.0392
1.136;4;0.032;0.04
1.138;4;0.04;0.04
1.14;4;0.04;0.04
1.142;4.08;0.032;0.0408
1.144;4.16;0.04;0.0416
1.146;4.16;0.032;0.0416
1.148;4.16;0.04;0.0416
1.15;4.24;0.04;0.0424
1.152;4.32;0.032;0.0432
1.154;4.32;0.032;0.0432
1.156;4.32;0.032;0.0432
1.158;4.32;0.032;0.0432
1.16;4.48;0.032;0.0448
1.162;4.48;0.032;0.0448
1.164;4.4;0.024;0.044
1.166;4.56;0.032;0.0456
1.168;4.48;0.032;0.0448
1.17;4.56;0.032;0.0456
1.172;4.56;0.024;0.0456
1.174;4.64;0.032;0.0464
1.176;4.64;0.024;0.0464
1.178;4.64;0.032;0.0464
1.18;4.72;0.032;0.0472
1.182;4.72;0.024;0.0472
1.184;4.72;0.024;0.0472
1.186;4.8;0.024;0.048
1.188;4.8;0.032;0.048
1.19;4.8;0.024;0.048
1.192;4.8;0.024;0.048
1.194;4.88;0.024;0.0488
1.196;4.88;0.024;0.0488
1.198;4.88;0.024;0.0488
1.2;4.88;0.024;0.0488
1.202;4.88;0.024;0.0488
1.204;4.96;0.016;0.0496
1.206;4.96;0.032;0.0496
1.208;4.96;0.024;0.0496
1.21;4.96;0.024;0.0496
1.212;5.04;0.016;0.0504
1.214;5.04;0.024;0.0504
1.216;5.04;0.024;0.0504
1.218;5.04;0.024;0.0504
1.22;5.04;0.016;0.0504
1.222;5.12;0.016;0.0512
1.224;5.12;0.024;0.0512
1.226;5.12;0.016;0.0512
1.228;5.04;0.016;0.0504
1.23;5.04;0.016;0.0504
1.232;5.12;0.008;0.0512
1.234;5.12;0.016;0.0512
1.236;5.12;0.016;0.0512
1.238;5.12;0.016;0.0512
1.24;5.2;0.016;0.052
1.242;5.12;0.016;0.0512
1.244;5.12;0.016;0.0512
1.246;5.12;0.016;0.0512
1.248;5.12;0.024;0.0512
1.25;5.12;0.016;0.0512
1.252;5.12;0.016;0.0512
1.254;5.12;0.008;0.0512
1.256;5.12;0.024;0.0512
1.258;5.04;0.016;0.0504
1.26;5.12;0.016;0.0512
1.262;5.2;0.016;0.052
1.264;5.12;0.016;0.0512
1.266;5.12;0.008;0.0512
1.268;5.12;0.008;0.0512
1.27;5.12;0.016;0.0512
1.272;5.04;0.016;0.0504
1.274;5.04;0.016;0.0504
1.276;5.04;0.016;0.0504
1.278;5.04;0.008;0.0504
1.28;5.04;0.016;0.0504
1.282;5.04;0.008;0.0504
1.284;4.96;0.008;0.0496
1.286;5.04;0.008;0.0504
1.288;4.96;0.008;0.0496
1.29;4.96;0.008;0.0496
1.292;4.88;0.008;0.0488
1.294;4.96;0;0.0496
1.296;4.88;0.008;0.0488
1.298;4.88;0.008;0.0488
1.3;4.8;0.008;0.048
1.302;4.88;0;0.0488
1.304;4.8;0;0.048
1.306;4.8;0;0.048
1.308;4.8;0.008;0.048
1.31;4.72;0.008;0.0472
1.312;4.72;0;0.0472
1.314;4.64;0;0.0464
1.316;4.72;0;0.0472
1.318;4.64;0.008;0.0464
1.32;4.64;0;0.0464
1.322;4.64;0;0.0464
1.324;4.56;0;0.0456
1.326;4.56;0;0.0456
1.328;4.48;0;0.0448
1.33;4.48;0;0.0448
1.332;4.4;0.008;0.044
1.334;4.4;0;0.044
1.336;4.4;0;0.044
1.338;4.32;0.008;0.0432
1.34;4.32;0;0.0432
1.342;4.32;0;0.0432
1.344;4.32;0;0.0432
1.346;4.16;0;0.0416
1.348;4.16;0;0.0416
1.35;4.16;0;0.0416
1.352;4.08;-0.008;0.0408
1.354;4.08;-0.008;0.0408
1.356;4;0;0.04
1.358;4;-0.016;0.04
1.36;3.92;-0.008;0.0392
1.362;3.92;-0.008;0.0392
1.364;3.84;-0.008;0.0384
1.366;3.84;0;0.0384
1.368;3.84;-0.008;0.0384
1.37;3.68;-0.008;0.0368
1.372;3.68;-0.008;0.0368
1.374;3.68;-0.008;0.0368
1.376;3.6;-0.008;0.036
1.378;3.52;-0.008;0.0352
1.38;3.52;-0.008;0.0352
1.382;3.44;-0.008;0.0344
1.384;3.44;-0.008;0.0344
1.386;3.36;-0.016;0.0336
1.388;3.28;-0.016;0.0328
1.39;3.28;-0.016;0.0328
1.392;3.2;-0.008;0.032
1.394;3.12;-0.008;0.0312
1.396;3.12;-0.008;0.0312
1.398;3.04;-0.016;0.0304
1.4;3.04;-0.008;0.0304
1.402;3.04;-0.008;0.0304
1.404;2.88;-0.008;0.0288
1.406;2.88;-0.016;0.0288
1.408;2.8;-0.016;0.028
1.41;2.72;-0.008;0.0272
1.412;2.72;-0.008;0.0272
1.414;2.64;-0.016;0.0264
1.416;2.64;-0.008;0.0264
1.418;2.56;-0.008;0.0256
1.42;2.48;-0.008;0.0248
1.422;2.48;-0.016;0.0248
1.424;2.4;-0.016;0.024
1.426;2.32;-0.008;0.0232
1.428;2.32;-0.016;0.0232
1.43;2.24;-0.016;0.0224
1.432;2.24;-0.008;0.0224
1.434;2.16;-0.008;0.0216
1.436;2.08;-0.016;0.0208
1.438;2;-0.016;0.02
1.44;1.92;-0.016;0.0192
1.442;1.84;-0.016;0.0184
1.444;1.84;-0.016;0.0184
1.446;1.76;-0.016;0.0176
1.448;1.68;-0.016;0.0168
1.45;1.6;-0.008;0.016
1.452;1.52;-0.016;0.0152
1.454;1.52;-0.016;0.0152
1.456;1.44;-0.016;0.0144
1.458;1.44;-0.016;0.0144
1.46;1.36;-0.016;0.0136
1.462;1.28;-0.016;0.0128
1.464;1.2;-0.016;0.012
1.466;1.12;-0.016;0.0112
1.468;1.12;-0.016;0.0112
1.47;1.04;-0.016;0.0104
1.472;1.04;-0.024;0.0104
1.474;0.88;-0.016;0.0088
1.476;0.8;-0.016;0.008
1.478;0.72;-0.024;0.0072
1.48;0.72;-0.024;0.0072
1.482;0.64;-0.024;0.0064
1.484;0.64;-0.024;0.0064
1.486;0.56;-0.016;0.0056
1.488;0.48;-0.024;0.0048
1.49;0.4;-0.032;0.004
1.492;0.4;-0.04;0.004
1.494;0.24;-0.056;0.0024
1.496;0.24;-0.088;0.0024
1.498;0.08;-0.12;0.0008
1.5;0.08;-0.16;0.0008
1.502;0.08;-0.208;0.0008
1.504;0;-0.264;0
1.506;-0.08;-0.304;-0.0008
1.508;-0.16;-0.352;-0.0016
1.51;-0.16;-0.408;-0.0016
1.512;-0.24;-0.472;-0.0024
1.514;-0.32;-0.512;-0.0032
1.516;-0.4;-0.544;-0.004
1.518;-0.48;-0.568;-0.0048
1.52;-0.56;-0.584;-0.0056
1.522;-0.56;-0.576;-0.0056
1.524;-0.64;-0.512;-0.0064
1.526;-0.72;-0.304;-0.0072
1.528;-0.72;-0.152;-0.0072
1.53;-0.8;-0.072;-0.008
1.532;-0.8;-0.04;-0.008
1.534;-0.96;-0.024;-0.0096
1.536;-0.96;-0.016;-0.0096
1.538;-1.04;-0.024;-0.0104
1.54;-1.04;-0.016;-0.0104
1.542;-1.2;-0.016;-0.012
1.544;-1.28;-0.016;-0.0128
1.546;-1.28;-0.016;-0.0128
1.548;-1.36;-0.024;-0.0136
1.55;-1.44;-0.016;-0.0144
1.552;-1.44;-0.016;-0.0144
1.554;-1.52;-0.008;-0.0152
1.556;-1.6;-0.016;-0.016
1.558;-1.68;-0.016;-0.0168
1.56;-1.68;-0.016;-0.0168
1.562;-1.76;-0.008;-0.0176
1.564;-1.84;-0.016;-0.0184
1.566;-1.92;-0.016;-0.0192
1.568;-2;-0.016;-0.02
1.57;-2;-0.016;-0.02
1.572;-2.08;-0.008;-0.0208
1.574;-2.08;-0.008;-0.0208
1.576;-2.16;-0.016;-0.0216
1.578;-2.24;-0.008;-0.0224
1.58;-2.32;-0.008;-0.0232
1.582;-2.32;-0.016;-0.0232
1.584;-2.4;-0.016;-0.024
1.586;-2.48;-0.008;-0.0248
